Scenario,Shape,Sink,Xm,Ym,Nodes,AERT_FND,LEACH_FND,EDD_FND,AERT_vs_LEACH_FND_pct,AERT_vs_EDD_FND_pct,AERT_HND,LEACH_HND,EDD_HND,AERT_vs_LEACH_HND_pct,AERT_vs_EDD_HND_pct,AERT_AND,LEACH_AND,EDD_AND,AERT_vs_LEACH_AND_pct,AERT_vs_EDD_AND_pct,AERT_Packets_BS,LEACH_Packets_BS,EDD_Packets_BS,AERT_vs_LEACH_Packets_pct,AERT_vs_EDD_Packets_pct,AERT_Residual_Energy,LEACH_Residual_Energy,EDD_Residual_Energy
200x200_100n_square_center,square,center,200,200,100,781.6,136.2,142.6,473.861967694567,448.106591865358,1800.8,445.2,459.2,304.492362982929,292.160278745645,4142.2,951.8,982.6,335.196469846606,321.555058009363,8487.8,2967.6,3007.2,186.015635530395,182.249268422453,0.197171334579957,0,0.000217038170777403
200x200_100n_square_edge-top,square,edge-top,200,200,100,522.2,130.4,135.4,300.460122699387,285.672082717873,1773.8,409.4,427.8,333.268197361993,314.633006077606,4369.4,918.4,912,375.762195121951,379.100877192982,7835.6,2786.6,2805.4,181.188545180507,179.3041990447,0.19587803269701,0,0.000279061888288027
200x200_100n_square_edge-bottom,square,edge-bottom,200,200,100,467,134.2,122.4,247.988077496274,281.535947712418,1657,410,392.6,304.146341463415,322.058074375955,4286.8,883.2,913,385.371376811594,369.529025191676,7626.2,2741.2,2834.6,178.206624835838,169.039723417766,0.194723647830174,0,0.000189548968534066
200x200_100n_square_edge-left,square,edge-left,200,200,100,787.2,131.8,143.8,497.268588770865,447.426981919332,1737,408,433.8,325.735294117647,300.414937759336,4129.2,909.8,916,353.857990767202,350.786026200873,8205,2830.6,2909,189.867872535858,182.055689240289,0.196705463136079,0,0.000283129632979599
200x200_100n_square_edge-right,square,edge-right,200,200,100,663.2,128.2,136.6,417.316692667707,385.505124450952,1761,425,392.8,314.352941176471,348.319755600815,4467,936.6,886.4,376.937860345932,403.948555956679,8050.6,2891.6,2724,178.413335177756,195.543318649046,0.196647688478019,0,0.000183806509457803
200x200_100n_square_corner,square,corner,200,200,100,629.2,136.8,121.6,359.941520467836,417.434210526316,1647.8,406.4,352.8,305.462598425197,367.063492063492,4357.4,807.2,813,439.816650148662,435.965559655596,7371.8,2602.4,2427,183.269289886259,203.741244334569,0.195627431412964,0,0.000171023388919172
200x200_100n_square_outside-top,square,outside-top,200,200,100,446.6,95.8,94.4,366.179540709812,373.093220338983,1806.6,333.2,290.2,442.196878751501,522.536181943487,4424.4,727.4,632.4,508.248556502612,599.620493358634,6669,2129.2,1843.4,213.216231448431,261.777150916784,0.195916892780389,0,8.02333223402385e-05
200x200_100n_circle_center,circle,center,200,200,100,1026.2,219,231.6,368.584474885845,343.091537132988,2042.6,548.8,542.8,272.19387755102,276.308032424466,4239.4,1033,995.4,310.396902226525,325.899136025718,9186.4,3451.4,3354.6,166.164455003767,173.844869731115,0.199094645079511,0,0.000189802239873746
200x200_100n_circle_edge-top,circle,edge-top,200,200,100,884.2,221.6,193.8,299.007220216607,356.2435500516,1931.8,498.2,475.4,287.75592131674,306.352545225074,4470.6,980.8,941.8,355.811582381729,374.686770014865,8846.8,3202.6,3101.6,176.23805657903,185.233427908176,0.198033824434646,0,0.00023340945838244
200x200_100n_circle_edge-bottom,circle,edge-bottom,200,200,100,865,210.4,213,311.121673003802,306.103286384977,1765.8,519.6,515.8,239.838337182448,242.341993020551,4226.2,982,960.2,330.366598778004,340.137471360133,8738.4,3232,3190.8,170.371287128713,173.862354268522,0.197289782265846,0,0.000190170208553373
200x200_100n_circle_edge-left,circle,edge-left,200,200,100,855.2,212.2,204,303.01602262017,319.21568627451,1844.8,533.6,525.2,245.727136431784,251.256664127951,4089.2,982.4,987.2,316.245928338762,314.222042139384,8762.2,3253.4,3412.4,169.324399090183,156.775290118392,0.197455959797385,0,0.00014716410957302
200x200_100n_circle_edge-right,circle,edge-right,200,200,100,854.6,205,220,316.878048780488,288.454545454545,1832.6,512.4,534.2,257.650273224044,243.055035567203,4082,960.6,977.6,324.942744118259,317.553191489362,8734.4,3215.6,3346.8,171.625824107476,160.977650292817,0.197589675156587,0,0.000247418554640177
200x200_100n_circle_corner,circle,corner,200,200,100,764.4,182.4,189.6,319.078947368421,303.164556962025,1886.8,469.8,466.4,301.617709663687,304.545454545455,4239.8,893.4,919.4,374.569062010298,361.148575157712,8326.4,2908.2,3032.6,186.307681727529,174.563081184462,0.197803013119368,0,0.000182015954014709
200x200_100n_circle_outside-top,circle,outside-top,200,200,100,581.4,142.4,132.6,308.286516853933,338.461538461538,1871.2,361.2,367.6,418.050941306755,409.031556039173,4141,704,712,488.210227272727,481.601123595506,7820,2262.4,2190.4,245.650636492221,257.012417823229,0.197262100512271,0,0.000160891522656123
200x200_100n_triangle_center,triangle,center,200,200,100,1058.2,203.8,198.8,419.234543670265,432.293762575453,2018.6,701.2,683.4,187.877923559612,195.37606087211,4100.6,1145.8,1163.2,257.880956536917,252.527510316369,9415.8,3962.2,3964,137.640704659028,137.532795156408,0.199248903330358,0,0.000231937291107556
200x200_100n_triangle_edge-top,triangle,edge-top,200,200,100,829.8,204.6,179.2,305.571847507331,363.058035714286,1968.4,637.6,598.8,208.720200752823,228.72411489646,4500,1051.6,1038,327.919360973754,333.526011560694,8723.8,3522.8,3508.2,147.638242307256,148.668833019782,0.198556994727406,0,0.000276335176279594
200x200_100n_triangle_edge-bottom,triangle,edge-bottom,200,200,100,959.4,238.2,231.6,302.770780856423,314.248704663212,1972,685.8,686.4,187.547389909595,187.296037296037,4239.4,1139.6,1142,272.007722007722,271.22591943958,9525.6,3906.4,3918.4,143.845996313742,143.099224173132,0.198241725982819,0,0.00029797845800907
200x200_100n_triangle_edge-left,triangle,edge-left,200,200,100,902.6,216.6,224.2,316.712834718375,302.586975914362,1893.8,680.4,657.2,178.336272780717,188.161898965307,4203,1084,1093.4,287.730627306273,284.397292847997,9368,3775.4,3784.6,148.132648196218,147.529461501876,0.19799607331649,0,0.000179077039030601
200x200_100n_triangle_edge-right,triangle,edge-right,200,200,100,892.6,209.6,213,325.858778625954,319.06103286385,1931.4,659.6,707.6,192.813826561552,172.950819672131,4492.4,1093.6,1082.2,310.790051207023,315.117353539087,9292.8,3807.6,3892.8,144.05924992121,138.717632552404,0.198411077861882,0,0.000223460322306866
200x200_100n_triangle_corner,triangle,corner,200,200,100,774.4,164,193.2,372.19512195122,300.828157349897,1924.4,513.4,538,274.834437086093,257.695167286245,4500,897,890.2,401.672240802676,405.504381037969,8691.6,3033.6,3018.6,186.511075949367,187.934804213874,0.198668079146647,0,0.000151937334719691
200x200_100n_triangle_outside-top,triangle,outside-top,200,200,100,553.2,127.4,130.2,334.222919937206,324.884792626728,1998,293.2,300.2,581.446111869031,565.556295802798,4500,620,612,625.806451612903,635.294117647059,7836,1909.8,1860.4,310.304743952246,321.19974199097,0.198182461238477,0,0.000102837671721972
200x200_100n_mixed_center,mixed,center,200,200,100,963,163.2,156.8,490.073529411765,514.158163265306,1905.8,509.2,501.2,274.273369992145,280.24740622506,4095,1000,1065,309.5,284.507042253521,8816.6,3248,3271.2,171.447044334975,169.521887992174,0.198434052427999,0,0.000307854186947329
200x200_100n_mixed_edge-top,mixed,edge-top,200,200,100,866,164.2,158.6,427.405602923264,446.027742749054,1903.6,483,451.2,294.120082815735,321.897163120567,4372.4,921.6,929,374.435763888889,370.656620021529,8495,2952.2,2886.6,187.751507350451,194.290861220813,0.198762210861223,0,0.00020553717188812
200x200_100n_mixed_edge-bottom,mixed,edge-bottom,200,200,100,719.4,168.8,163.6,326.184834123223,339.731051344743,1837.4,503.2,502.4,265.143084260731,265.724522292994,4252.6,1018,995.4,317.740667976424,327.225236085996,8589.4,3220.4,3092,166.718420072041,177.794307891332,0.19721918892766,0,0.000228264160562091
200x200_100n_mixed_edge-left,mixed,edge-left,200,200,100,793.2,158.6,158.8,400.126103404792,399.496221662469,1866,472.8,504.8,294.670050761421,269.651347068146,4293,945.8,959.2,353.901459082258,347.56046705588,8658.6,3109,3121.6,178.501125763911,177.376986160943,0.197254002634447,0,0.000213239264588699
200x200_100n_mixed_edge-right,mixed,edge-right,200,200,100,799.8,149.8,157,433.911882510013,409.426751592357,1873.6,467.8,466.2,300.513039760581,301.887601887602,4500,980.4,968.8,358.996328029376,364.4921552436,8469.4,3015.4,3025.8,180.871526165683,179.90614052482,0.19774197209654,0,0.000186340469640919
200x200_100n_mixed_corner,mixed,corner,200,200,100,661.4,135,149.6,389.925925925926,342.112299465241,1790,425.6,414,320.582706766917,332.367149758454,4317.4,864.2,843,399.583429761629,412.14709371293,7899.6,2701.4,2644.6,192.426149404013,198.706798759737,0.196844344531013,0,0.000146722662618916
200x200_100n_mixed_outside-top,mixed,outside-top,200,200,100,417.8,109.6,112.6,281.204379562044,271.047957371226,1629.6,335.2,315.6,386.157517899761,416.349809885932,4402.4,671.8,659.2,555.314081571896,567.839805825243,6947.8,2018.2,2045,244.257258943613,239.745721271394,0.19482735802804,0,0.000120051238497788
200x200_200n_square_center,square,center,200,200,200,1059.2,137.2,143,672.01166180758,640.699300699301,2042.8,480,451.8,325.583333333333,352.146967684816,4380.8,1119.6,1101.8,291.282600928903,297.60392085678,19016.6,5677.4,5515.6,234.952619156656,244.77844658786,0.398283270229104,0,0.000455577763283029
200x200_200n_square_edge-top,square,edge-top,200,200,200,812.4,132.2,124.4,514.523449319213,553.054662379421,1949,453.4,449.2,329.863255403617,333.882457702582,4499.4,1049,1041.8,328.922783603432,331.887118448839,18173,5333.4,5374.2,240.739490756366,238.152655278925,0.39711587048405,0,0.000347564205935089
200x200_200n_square_edge-bottom,square,edge-bottom,200,200,200,815.4,135,129,504,532.093023255814,2036.6,426,445.8,378.075117370892,356.841633019291,4500,1046.6,1075.8,329.963691954902,318.293363078639,17816.8,5293.6,5359,236.572464863231,232.465012129129,0.398036467477281,0,0.000436350917476831
200x200_200n_square_edge-left,square,edge-left,200,200,200,858.2,123.2,135.8,596.590909090909,531.958762886598,2087.4,430.4,445.2,384.990706319703,368.867924528302,4500,1024.2,1041.4,339.367311072056,332.110620318802,18508.2,5241.4,5268.6,253.115579806922,251.292563489352,0.39914998043376,0,0.000465698980184235
200x200_200n_square_edge-right,square,edge-right,200,200,200,816.2,141.6,116.4,476.412429378531,601.202749140894,2041.2,429.4,441.6,375.360968793666,362.228260869565,4475.6,1015.8,1027.2,340.59854302028,335.708722741433,18131.4,5197.4,5185,248.855196829184,249.689488910318,0.397741821666881,0,0.000366765302456113
200x200_200n_square_corner,square,corner,200,200,200,714.2,121.2,110.8,489.273927392739,544.584837545126,1978,386.8,410.8,411.375387797311,381.499513145083,4336.4,956,987.4,353.598326359833,339.173587198704,17579,4694.2,4932.2,274.483405053044,256.412959733993,0.397247305288464,0,0.000352044045622812
200x200_200n_square_outside-top,square,outside-top,200,200,200,547,94.2,97.4,480.67940552017,461.601642710472,1882,317.2,318.6,493.316519546028,490.709353421218,4500,781.6,775.2,475.742067553736,480.495356037152,16758.6,3759.2,3828,345.802298361353,337.789968652038,0.394239174905994,0,0.000252215129182725
200x200_200n_circle_center,circle,center,200,200,200,1087.8,171.6,162.6,533.916083916084,569.0036900369,2092.8,552.2,573.8,278.99311843535,264.726385500174,4321.4,1146.2,1199.6,277.019717326819,260.236745581861,19526.6,6460.2,6626,202.259991950714,194.69664956233,0.399365154398582,0,0.000476646987034638
200x200_200n_circle_edge-top,circle,edge-top,200,200,200,877.6,169.4,169.2,418.063754427391,418.676122931442,1959.4,539.4,552.8,263.255469039674,254.4500723589,4500,1095.4,1091.8,310.808836954537,312.16339989009,19119.2,6014.6,6183,217.879825757324,209.222060488436,0.397186385764131,0,0.000530121030584336
200x200_200n_circle_edge-bottom,circle,edge-bottom,200,200,200,892.4,168.4,171.6,429.928741092637,420.04662004662,2044.6,532,574.6,284.323308270677,255.830142707971,4458.8,1091.6,1125,308.464639061927,296.337777777778,19279.4,6192.2,6449.8,211.349762604567,198.914695029303,0.39812515354451,0,0.000403713691160677
200x200_200n_circle_edge-left,circle,edge-left,200,200,200,904.8,166.4,157.4,443.75,474.841168996188,2062.4,554.6,563,271.871619184998,266.323268206039,4454.6,1109,1065,301.677186654644,318.272300469484,19322,6192,6244.4,212.047803617571,209.429248606752,0.39866305361966,0,0.000498708491905871
200x200_200n_circle_edge-right,circle,edge-right,200,200,200,912.8,167.6,168.6,444.630071599045,441.399762752076,2066.8,556.4,544.2,271.459381739756,279.7868430724,4378.8,1129.8,1111.6,287.573021773765,293.918675782656,18809,6307.4,6257.4,198.205282683832,200.588103685237,0.39873070724317,0,0.000418083521952946
200x200_200n_circle_corner,circle,corner,200,200,200,821.4,153,150,436.862745098039,447.6,2222.8,493.4,485.6,350.506688285367,357.742998352554,4460,999.8,1046.6,346.089217843569,326.141792470858,19370.4,5539.8,5593.4,249.658832448825,246.308148889763,0.401017476049815,0,0.000390253953136477
200x200_200n_circle_outside-top,circle,outside-top,200,200,200,694.6,125.6,116,453.025477707006,498.793103448276,2207.6,374.6,361.4,489.3219434063,510.846707249585,4500,868,851.6,418.433179723502,428.417097228746,19383.6,4395.6,4196.4,340.977340977341,361.910208750357,0.399565347065474,0,0.000310834870436244
200x200_200n_triangle_center,triangle,center,200,200,200,1081.4,185.8,177,482.023681377826,510.960451977401,2022,724.6,745.2,179.050510626553,171.33655394525,4169.6,1240,1288,236.258064516129,223.726708074534,19881.4,7592.6,7870.4,161.852329900166,152.609778410246,0.397588911009842,0,0.000393275839358364
200x200_200n_triangle_edge-top,triangle,edge-top,200,200,200,849.8,161,167.8,427.826086956522,406.436233611442,2347.4,595.8,598.8,293.991272239006,292.017368069472,4500,1158,1124,288.60103626943,300.355871886121,20091.2,6774.8,6597.4,196.557831965519,204.53208839846,0.402241053399042,0,0.000375994194990718
200x200_200n_triangle_edge-bottom,triangle,edge-bottom,200,200,200,1013.4,173,169.2,485.780346820809,498.936170212766,2023.4,740.6,716.6,173.210910072914,182.361149874407,4500,1234.2,1214.6,264.608653378707,270.492343158241,19923,7701.6,7479.8,158.686506699906,166.357389235006,0.398225157176668,0,0.000477967045189848
200x200_200n_triangle_edge-left,triangle,edge-left,200,200,200,972.4,175.8,169.8,453.128555176337,472.673733804476,2231.8,703.4,706.8,217.28746090418,215.761177136389,4500,1209.8,1235.4,271.962307819474,264.254492472074,19736.6,7267.4,7328.6,171.577180284558,169.309281445296,0.401600289396352,0,0.000456005266419308
200x200_200n_triangle_edge-right,triangle,edge-right,200,200,200,925.8,168.6,170.8,449.110320284697,442.037470725995,2188.6,675,673.8,224.237037037037,224.814485010389,4493,1172.8,1213.4,283.100272851296,270.281852645459,19733.8,7050.8,7180.6,179.880297271232,174.821045595076,0.401438374028925,0,0.000509816324090142
200x200_200n_triangle_corner,triangle,corner,200,200,200,779.2,142.6,140.8,446.423562412342,453.409090909091,2258.8,548.6,530,311.738971928545,326.188679245283,4500,1011.6,1008,344.839857651246,346.428571428571,20350.4,5859.6,5848.2,247.300157007304,247.977155364044,0.40237474070227,0,0.000377480523090539
200x200_200n_triangle_outside-top,triangle,outside-top,200,200,200,555,105.4,115.2,426.565464895636,381.770833333333,2216.2,290,306.6,664.206896551724,622.83105022831,4500,733,762.8,513.915416098226,489.931830099633,21818.4,3625.4,3750.6,501.820488773653,481.730923052312,0.418368830533829,0,0.000186426227147711
200x200_200n_mixed_center,mixed,center,200,200,200,1051.2,141.8,143.4,641.32581100141,633.054393305439,2055.2,533.4,550.6,285.301837270341,273.265528514348,4500,1193.6,1169,277.01072386059,284.944396920445,18932.6,6146.6,6333.4,208.017440536231,198.932642814286,0.398785359829129,0,0.000474430421806489
200x200_200n_mixed_edge-top,mixed,edge-top,200,200,200,873.8,145.6,157.6,500.137362637363,454.441624365482,2130.8,481.8,489.6,342.258198422582,335.212418300654,4487.4,1083.8,1080.2,314.043181398782,315.423069801889,18612.4,5730.6,5671.6,224.789725334171,228.168418083081,0.399435092979079,0,0.000405907519901628
200x200_200n_mixed_edge-bottom,mixed,edge-bottom,200,200,200,861.4,136,132.4,533.382352941176,550.604229607251,2136.4,536.4,517.8,298.284862043251,312.591734260332,4500,1139,1122.8,295.083406496927,300.783754898468,18574.8,6085.8,5968.8,205.215419501134,211.198230800161,0.399976703428045,0,0.000430543447512992
200x200_200n_mixed_edge-left,mixed,edge-left,200,200,200,879.8,149.8,124.6,487.316421895861,606.099518459069,2117.8,523,500.8,304.933078393881,322.88338658147,4482.2,1118.8,1039,300.625670361101,331.395572666025,18472.4,5967.2,5691.2,209.565625418957,224.578296317121,0.399174282801008,0,0.000331677467449361
200x200_200n_mixed_edge-right,mixed,edge-right,200,200,200,908,141.8,148.6,540.33850493653,511.036339165545,2093.6,519,504.2,303.391136801541,315.232050773503,4500,1078.4,1071.6,317.284866468843,319.93281075028,18923,5910.2,5848.6,220.175290176305,223.54751564477,0.399135471343284,0,0.000440416482875812
200x200_200n_mixed_corner,mixed,corner,200,200,200,760,129.4,132.4,487.326120556414,474.018126888217,2142.2,443.4,441.8,383.130356337393,384.880036215482,4500,977.4,955.8,360.405156537753,370.809792843691,18639,5206.4,5090.2,258.001690227412,266.174217123099,0.40026289977413,0,0.000345079347489131
200x200_200n_mixed_outside-top,mixed,outside-top,200,200,200,545.4,104,104.4,424.423076923077,422.413793103448,2123,323.6,318,556.056860321384,567.610062893082,4481.6,810,791.8,453.283950617284,466.001515534226,18868.2,3888.2,3891.2,385.268247518132,384.89412006579,0.399693576753248,0,0.000251636456447315
300x300_100n_square_center,square,center,300,300,100,199,46.4,51.4,328.879310344828,287.15953307393,772,143.4,188.4,438.354253835425,309.766454352442,3565,754,798.2,372.811671087533,346.629917313956,5686,1843,1937.4,208.51871947911,193.486115412408,0.313807660397435,0,0.000153801097261786
300x300_100n_square_edge-top,square,edge-top,300,300,100,63.2,46,45.4,37.3913043478261,39.2070484581498,667.6,145.8,147.4,357.887517146776,352.91723202171,4132.8,593,666.2,596.930860033727,520.354247973582,4691.8,1477,1715.8,217.657413676371,173.446788670008,0.306147830381699,0,0.000156974844715685
300x300_100n_square_edge-bottom,square,edge-bottom,300,300,100,105.4,43.6,43.6,141.743119266055,141.743119266055,516,147.8,154.4,249.120433017591,234.19689119171,3919.4,630,606.2,522.126984126984,546.552292972616,4204.4,1600,1540.6,162.775,172.906659742957,0.30487902488739,0,0.000140869822416861
300x300_100n_square_edge-left,square,edge-left,300,300,100,110,48.6,52.6,126.337448559671,109.125475285171,565.6,154.8,137.6,265.374677002584,311.046511627907,4146.2,624.2,562.4,564.24223005447,637.233285917496,4496.8,1501,1417.2,199.586942038641,217.30172170477,0.30842928764371,0,9.70262381953024e-05
300x300_100n_square_edge-right,square,edge-right,300,300,100,110,49,48,124.489795918367,129.166666666667,449.4,157.6,158.2,185.152284263959,184.070796460177,3063.6,649.6,677.6,371.613300492611,352.125147579693,4069.6,1604,1677.4,153.715710723192,142.613568618099,0.303531787761625,0,0.000174774802892453
300x300_100n_square_corner,square,corner,300,300,100,93.8,39.8,41.4,135.678391959799,126.570048309179,540.4,119.4,117.4,352.596314907873,360.3066439523,3550.4,482.2,411.2,636.291995022812,763.424124513619,3927.6,1227.2,1028.2,220.045632333768,281.987940089477,0.306501952637979,0,7.04686574042484e-05
300x300_100n_square_outside-top,square,outside-top,300,300,100,88.4,26.2,26.2,237.404580152672,237.404580152672,507,96.2,98.4,427.027027027027,415.243902439024,3908.6,296.6,314.8,1217.80175320297,1141.61372299873,3240.2,749.8,786,332.141904507869,312.239185750636,0.310854619077887,0,2.99061279330834e-05
300x300_100n_circle_center,circle,center,300,300,100,423.8,81.6,91.2,419.362745098039,364.69298245614,970.8,249.2,215.2,289.566613162119,351.115241635688,3438.6,798.6,798,330.578512396694,330.902255639098,6541.6,2153.2,2102,203.808285342746,211.208372978116,0.322828895614819,0,0.000165875056602597
300x300_100n_circle_edge-top,circle,edge-top,300,300,100,134.6,80.4,81.6,67.4129353233831,64.9509803921569,787,204.4,200,285.029354207436,293.5,4107.4,684.2,740.2,500.32154340836,454.904079978384,5115.6,1852.2,1907,176.190476190476,168.253801782905,0.312529424350711,0,0.000114100750284477
300x300_100n_circle_edge-bottom,circle,edge-bottom,300,300,100,147.2,83,89.4,77.3493975903614,64.6532438478747,751.6,227.8,201,229.938542581212,273.930348258706,3586.2,728.8,685.4,392.069154774973,423.227312518238,4851,1941.6,1853.8,149.845488257108,161.678713992879,0.312018236560067,0,0.000141687279607806
300x300_100n_circle_edge-left,circle,edge-left,300,300,100,218.2,72.6,80.8,200.550964187328,170.049504950495,754.8,203.6,204.6,270.726915520629,268.91495601173,3723.8,649.4,666.4,473.421619956883,458.793517406963,5280,1826,1742.2,189.156626506024,203.065090115945,0.315992407367145,0,0.000109696240688295
300x300_100n_circle_edge-right,circle,edge-right,300,300,100,126.6,82,74.4,54.390243902439,70.1612903225806,887.6,186.6,237.4,375.66988210075,273.883740522325,3427,640.8,726.2,434.80024968789,371.908565133572,5333.4,1664.2,1916.4,220.478307895686,178.303068252974,0.312303011691762,0,0.000129771911099717
300x300_100n_circle_corner,circle,corner,300,300,100,151.2,61.4,67,146.254071661238,125.671641791045,843.2,184.6,169,356.771397616468,398.934911242604,3637.8,514.6,533.8,606.917994558881,581.491195204196,4862.4,1366.2,1404.8,255.90689503733,246.127562642369,0.317398706463473,0,7.95364465708317e-05
300x300_100n_circle_outside-top,circle,outside-top,300,300,100,138.2,35,37.8,294.857142857143,265.608465608466,679.6,111.4,121.8,510.053859964093,457.963875205255,3853.2,329.2,336.6,1070.47387606318,1044.74153297683,3738.2,871.4,849,328.987835666743,340.306242638398,0.316774340781606,0,7.02685362283161e-05
300x300_100n_triangle_center,triangle,center,300,300,100,330.2,83.4,78,295.923261390887,323.333333333333,1188.6,367,428.4,223.869209809264,177.450980392157,3362.6,888.2,940.8,278.585904075659,257.419217687075,7024.4,2637.4,2830,166.338060210814,148.212014134276,0.323772856882479,0,0.000217585644058146
300x300_100n_triangle_edge-top,triangle,edge-top,300,300,100,172.2,60.6,69.2,184.158415841584,148.843930635838,996.2,241.8,255.6,311.993382961125,289.749608763693,3182.8,669.4,564.4,375.470570660293,463.92629340893,5445,1881,1655.2,189.473684210526,228.963267278879,0.321376945696144,0,0.000101521156894053
300x300_100n_triangle_edge-bottom,triangle,edge-bottom,300,300,100,201,76.6,75.4,162.402088772846,166.57824933687,1146,377.8,380.6,203.335097935416,201.1035207567,3497.6,890,904.6,292.988764044944,286.646031395092,6939.8,2634.6,2632,163.4100053139,163.670212765957,0.323770442292542,0,0.000210673208472193
300x300_100n_triangle_edge-left,triangle,edge-left,300,300,100,200.6,68.2,67.6,194.134897360704,196.745562130178,1203.4,313,287,284.472843450479,319.303135888502,3680.8,705.6,753.4,421.655328798186,388.558534642952,6997.4,2126.8,2092.4,229.010720331014,234.419805008603,0.327117591782202,0,0.000179254295410551
300x300_100n_triangle_edge-right,triangle,edge-right,300,300,100,217.8,79,74.8,175.696202531646,191.176470588235,1096.2,298,320,267.852348993289,242.5625,3658.6,754.6,777.6,384.839650145773,370.498971193416,6171.4,2092,2246,195,174.772929652716,0.32371261313521,0,0.000138630349708151
300x300_100n_triangle_corner,triangle,corner,300,300,100,219.4,47.6,59.2,360.924369747899,270.608108108108,982,187.8,201.6,422.896698615548,387.103174603175,3986.8,462.8,478,761.452031114952,734.058577405858,5199.4,1315.4,1299.8,295.271400334499,300.015386982613,0.321460989443176,0,8.36092193186258e-05
300x300_100n_triangle_outside-top,triangle,outside-top,300,300,100,129.6,30.4,32.6,326.315789473684,297.546012269939,624.8,93.2,96.2,570.386266094421,549.480249480249,3078.2,281.6,246.6,993.110795454545,1148.25628548256,3637.6,653.6,623.4,456.548347613219,483.509785049727,0.315271111691826,0,4.32392746896556e-05
300x300_100n_mixed_center,mixed,center,300,300,100,216.6,58.4,54.4,270.890410958904,298.161764705882,809,229.6,257.4,252.351916376307,214.296814296814,3888,823.4,849.2,372.188486762205,357.842675459256,5788.8,2199.6,2277.8,163.175122749591,154.13995961015,0.31751038065308,0,0.00017925962896989
300x300_100n_mixed_edge-top,mixed,edge-top,300,300,100,125,49.2,51.4,154.065040650407,143.190661478599,719.4,163,180.2,341.349693251534,299.223085460599,3378.4,602.8,668.2,460.451227604512,405.5971266088,4747.2,1532.2,1691.6,209.829004046469,180.63371955545,0.311098193436299,0,9.09515544015996e-05
300x300_100n_mixed_edge-bottom,mixed,edge-bottom,300,300,100,119.8,48.2,57.4,148.547717842324,108.710801393728,713.4,216.4,217.4,229.667282809612,228.150873965041,3856,735.4,741.4,424.340494968724,420.097113568924,4973.8,1921.2,1901.6,158.890276910264,161.558687421119,0.31074750855843,0,0.000142801055737756
300x300_100n_mixed_edge-left,mixed,edge-left,300,300,100,187.2,58.6,51.2,219.453924914676,265.625,842.4,197.2,200,327.180527383367,321.2,4167,681.8,650.6,511.176298034614,540.485705502613,5287,1853.2,1676.6,185.290308655299,215.340570201598,0.314783948667964,0,0.000113138550499988
300x300_100n_mixed_edge-right,mixed,edge-right,300,300,100,125,56.2,44.8,122.419928825623,179.017857142857,797.4,167.4,184.6,376.344086021505,331.960996749729,3245.8,664.4,736,388.531005418423,341.005434782609,5281,1624.4,1901.8,225.104654026102,177.684299085077,0.312629170660946,0,0.000101330205165592
300x300_100n_mixed_corner,mixed,corner,300,300,100,132.6,41.2,41.2,221.844660194175,221.844660194175,677.4,143,145.8,373.706293706294,364.609053497942,3217.8,474.4,498.4,578.288364249578,545.626003210273,4313.6,1190.2,1299,262.426482944043,232.070823710547,0.313277172972321,0,0.00011161166056187
300x300_100n_mixed_outside-top,mixed,outside-top,300,300,100,93.4,29.2,32,219.86301369863,191.875,557.8,105.4,95.2,429.222011385199,485.924369747899,3913.8,305.2,275.4,1182.37221494102,1321.13289760349,3138.2,762.8,709.6,311.40534871526,342.249154453213,0.312584822165087,0,5.07731210580372e-05
300x300_200n_square_center,square,center,300,300,200,252.6,67.8,56.8,272.566371681416,344.718309859155,1136,190.4,205.2,496.638655462185,453.606237816764,3649.2,840,858.6,334.428571428571,325.017470300489,13852.4,3187.8,3346.4,334.544199761591,313.94931867081,0.643818735570848,0,0.000168942573997476
300x300_200n_square_edge-top,square,edge-top,300,300,200,118,44.6,50.8,164.57399103139,132.283464566929,921.2,159.6,168.4,477.19298245614,447.030878859858,3467.4,835,784.2,315.25748502994,342.157612853864,11165.2,3016.6,2774.6,270.125306636611,302.407554242053,0.626510629539635,0,0.000219293314015101
300x300_200n_square_edge-bottom,square,edge-bottom,300,300,200,102,54.6,51.2,86.8131868131868,99.21875,736.4,166.8,168.6,341.486810551559,336.773428232503,3763.8,723.4,801.2,420.293060547415,369.770344483275,10216.8,2689.8,2912,279.834931965202,250.851648351648,0.618256439738854,0,0.000178461250389951
300x300_200n_square_edge-left,square,edge-left,300,300,200,110.6,50.6,55.4,118.577075098814,99.6389891696751,891.4,191.6,171.6,365.240083507307,419.463869463869,3189.2,804.6,773.2,296.370867511807,312.46766683911,10799.2,2946.6,2770,266.496979569674,289.862815884477,0.623942441984032,0,0.000236859281169549
